weathersit_,temp_,hum_,casual_mean,casual_sum,casual_max,registered_mean,registered_sum,registered_max
1,0.7075,0.597917,763.0,763,763,4070.0,4070,4070
1,0.7075,0.790833,1965.0,1965,1965,4069.0,4069,4069
1,0.708333,0.415,1051.0,1051,1051,3854.0,3854,3854
1,0.708333,0.6775,758.0,758,758,3919.0,3919,3919
1,0.709167,0.742083,2521.0,2521,2521,2419.0,2419,2419
1,0.710833,0.437083,2708.0,2708,2708,4790.0,4790,4790
1,0.710833,0.630833,1023.0,1023,1023,3843.0,3843,3843
1,0.710833,0.77,1249.0,1249,1249,2624.0,2624,2624
1,0.711667,0.654583,639.0,639,639,3166.0,3166,3166
1,0.7125,0.67625,2557.0,2557,2557,3486.0,3486,3486
1,0.713333,0.704167,968.0,968,968,6248.0,6248,6248
1,0.715,0.305,736.0,736,736,4232.0,4232,4232
1,0.715833,0.504167,1139.0,1139,1139,5640.0,5640,5640
1,0.715833,0.529583,1032.0,1032,1032,6414.0,6414,6414
1,0.716667,0.633333,975.0,975,975,6289.0,6289,6289
1,0.7175,0.42375,812.0,812,812,3980.0,3980,3980
1,0.7175,0.6775,1074.0,1074,1074,6506.0,6506,6506
1,0.719167,0.519167,1338.0,1338,1338,6267.0,6267,6267
1,0.719167,0.604167,2006.0,2006,2006,3296.0,3296,3296
1,0.72,0.743333,784.0,784,784,3845.0,3845,3845
1,0.720833,0.545417,1207.0,1207,1207,5676.0,5676,5676
1,0.721667,0.62375,2153.0,2153,2153,4444.0,4444,4444
1,0.7225,0.39625,1246.0,1246,1246,4116.0,4116,4116
1,0.7225,0.684583,880.0,880,880,4863.0,4863,4863
1,0.723333,0.570833,1483.0,1483,1483,5665.0,5665,5665
1,0.723333,0.575417,668.0,668,668,4026.0,4026,4026
1,0.724167,0.45,1383.0,1383,1383,6790.0,6790,6790
1,0.724167,0.573333,969.0,969,969,4022.0,4022,4022
1,0.725,0.654583,1729.0,1729,1729,3237.0,3237,3237
1,0.725833,0.755,867.0,867,867,5997.0,5997,5997
1,0.726667,0.538333,2224.0,2224,2224,4374.0,4374,4374
1,0.726667,0.686667,1128.0,1128,1128,5656.0,5656,5656
1,0.728333,0.497917,848.0,848,848,4377.0,4377,4377
1,0.728333,0.62,935.0,935,935,6105.0,6105,6105
1,0.730833,0.66875,1040.0,1040,1040,6065.0,6065,6065
1,0.731667,0.534583,2657.0,2657,2657,4801.0,4801,4801
1,0.733333,0.609167,1988.0,1988,1988,3348.0,3348,3348
1,0.733333,0.685,1549.0,1549,1549,2549.0,2549,2549
1,0.733333,0.7075,661.0,661,661,3846.0,3846,3846
1,0.736667,0.74125,832.0,832,832,6280.0,6280,6280
1,0.738333,0.444583,2204.0,2204,2204,2915.0,2915,2915
1,0.741667,0.694167,1135.0,1135,1135,5831.0,5831,5831
1,0.7425,0.752917,1298.0,1298,1298,2487.0,2487,2487
1,0.743333,0.479167,2551.0,2551,2551,4340.0,4340,4340
1,0.743333,0.757083,568.0,568,568,3272.0,3272,3272
1,0.744167,0.634167,732.0,732,732,3916.0,3916,3916
1,0.745833,0.717917,1920.0,1920,1920,4111.0,4111,4111
1,0.746667,0.590417,1031.0,1031,1031,3634.0,3634,3634
1,0.746667,0.631667,748.0,748,748,3594.0,3594,3594
1,0.746667,0.65125,841.0,841,841,3617.0,3617,3617
1,0.7475,0.578333,1743.0,1743,1743,3138.0,3138,3138
1,0.749167,0.4225,921.0,921,921,5958.0,5958,5958
1,0.75,0.65125,754.0,754,754,3838.0,3838,3838
1,0.750833,0.655,1140.0,1140,1140,6452.0,6452,6452
1,0.7525,0.659583,983.0,983,983,6278.0,6278,6278
1,0.755,0.605,815.0,815,815,3771.0,3771,3771
1,0.755833,0.613333,2234.0,2234,2234,4451.0,4451,4451
1,0.755833,0.620417,1196.0,1196,1196,6090.0,6090,6090
1,0.7625,0.635833,723.0,723,723,3363.0,3363,3363
1,0.763333,0.645,1088.0,1088,1088,5742.0,5742,5742
1,0.764167,0.5875,1433.0,1433,1433,5917.0,5917,5917
1,0.765,0.592083,846.0,846,846,3480.0,3480,3480
1,0.765,0.60125,1455.0,1455,1455,4232.0,4232,4232
1,0.766667,0.424167,884.0,884,884,3896.0,3896,3896
1,0.768333,0.707083,644.0,644,644,3688.0,3688,3688
1,0.769167,0.6525,1707.0,1707,1707,3757.0,3757,3757
1,0.77,0.600417,888.0,888,888,5703.0,5703,5703
1,0.771667,0.540833,750.0,750,750,3840.0,3840,3840
1,0.771667,0.550833,729.0,729,729,3537.0,3537,3537
1,0.775,0.402917,755.0,755,755,3901.0,3901,3901
1,0.775,0.570417,907.0,907,907,3695.0,3695,3695
1,0.775,0.636667,673.0,673,673,3309.0,3309,3309
1,0.775833,0.622083,676.0,676,676,3725.0,3725,3725
1,0.776667,0.596667,1036.0,1036,1036,5825.0,5825,5825
1,0.776667,0.650417,752.0,752,752,3789.0,3789,3789
1,0.7775,0.57375,964.0,964,964,4859.0,4859,4859
1,0.779167,0.583333,606.0,606,606,3784.0,3784,3784
1,0.780833,0.492083,1052.0,1052,1052,5608.0,5608,5608
1,0.781667,0.447083,904.0,904,904,5323.0,5323,5323
1,0.781667,0.594583,1259.0,1259,1259,5645.0,5645,5645
1,0.7825,0.592083,872.0,872,872,5339.0,5339,5339
1,0.783333,0.49125,801.0,801,801,4044.0,4044,4044
1,0.789167,0.53875,2562.0,2562,2562,4841.0,4841,4841
1,0.793333,0.577083,799.0,799,799,4914.0,4914,4914
1,0.793333,0.613333,2345.0,2345,2345,4479.0,4479,4479
1,0.794167,0.559167,662.0,662,662,3596.0,3596,3596
1,0.804167,0.465833,1559.0,1559,1559,2916.0,2916,2916
1,0.805833,0.480833,1524.0,1524,1524,2778.0,2778,2778
1,0.805833,0.567917,778.0,778,778,5127.0,5127,5127
1,0.815833,0.51875,1421.0,1421,1421,4110.0,4110,4110
1,0.818333,0.505833,921.0,921,921,5865.0,5865,5865
1,0.8225,0.57375,1203.0,1203,1203,3469.0,3469,3469
1,0.8275,0.457917,1405.0,1405,1405,4836.0,4836,4836
1,0.828333,0.450833,1366.0,1366,1366,4841.0,4841,4841
1,0.83,0.550833,1050.0,1050,1050,2556.0,2556,2556
1,0.834167,0.48875,829.0,829,829,4634.0,4634,4634
1,0.838333,0.5425,670.0,670,670,3176.0,3176,3176
1,0.848333,0.580417,562.0,562,562,2825.0,2825,2825
1,0.849167,0.5,987.0,987,987,2298.0,2298,2298
1,0.861667,0.492083,1448.0,1448,1448,3392.0,3392,3392
2,0.1075,0.414583,95.0,95,95,2273.0,2273,2273
2,0.134783,0.494783,53.0,53,53,1552.0,1552,1552
2,0.1625,0.79625,196.0,196,196,1781.0,1781,1781
2,0.165,0.535833,68.0,68,68,891.0,891,891
2,0.169091,0.686364,43.0,43,43,1220.0,1220,1220
2,0.173333,0.83125,67.0,67,67,1234.0,1234,1234
2,0.175833,0.5375,117.0,117,117,883.0,883,883
2,0.180833,0.60375,42.0,42,42,1459.0,1459,1459
2,0.192174,0.829565,47.0,47,47,1313.0,1313,1313
2,0.196522,0.498696,148.0,148,148,1362.0,1362,1362
2,0.203478,0.793043,38.0,38,38,1129.0,1129,1129
2,0.211304,0.585217,88.0,88,88,1620.0,1620,1620
2,0.215833,0.5775,439.0,439,439,2290.0,2290,2290
2,0.216667,0.861667,9.0,9,9,674.0,674,674
2,0.2175,0.45,115.0,115,115,3048.0,3048,3048
2,0.218333,0.91125,145.0,145,145,2287.0,2287,2287
2,0.223478,0.616957,186.0,186,186,1799.0,1799,1799
2,0.224167,0.701667,106.0,106,106,2270.0,2270,2270
2,0.231304,0.791304,174.0,174,174,746.0,746,746
2,0.233333,0.49875,222.0,222,222,1026.0,1026,1026
2,0.233333,0.929167,100.0,100,100,905.0,905,905
2,0.253043,0.493913,472.0,472,472,1221.0,1221,1221
2,0.253333,0.59,644.0,644,644,2451.0,2451,2451
2,0.253333,0.752917,159.0,159,159,1182.0,1182,1182
2,0.254167,0.652917,247.0,247,247,1867.0,1867,1867
2,0.256667,0.722917,109.0,109,109,2693.0,2693,2693
2,0.258333,0.560833,275.0,275,275,2464.0,2464,2464
2,0.26,0.775417,72.0,72,72,1454.0,1454,1454
2,0.261667,0.538333,83.0,83,83,1844.0,1844,1844
2,0.261667,0.610417,214.0,214,214,1730.0,1730,1730
2,0.264167,0.779583,384.0,384,384,2448.0,2448,2448
2,0.265833,0.687917,318.0,318,318,2629.0,2629,2629
2,0.274167,0.8475,92.0,92,92,2085.0,2085,2085
2,0.28,0.515833,618.0,618,618,2071.0,2071,2071
2,0.280833,0.54,227.0,227,227,3604.0,3604,3604
2,0.285,0.805833,166.0,166,166,1699.0,1699,1699
2,0.291304,0.734783,440.0,440,440,573.0,573,573
2,0.291667,0.786667,123.0,123,123,3836.0,3836,3836
2,0.292174,0.741739,78.0,78,78,1572.0,1572,1572
2,0.295652,0.697391,100.0,100,100,1707.0,1707,1707
2,0.295833,0.5475,326.0,326,326,4709.0,4709,4709
2,0.295833,0.775417,191.0,191,191,1700.0,1700,1700
2,0.2975,0.538333,310.0,310,310,5009.0,5009,5009
2,0.298333,0.806667,951.0,951,951,4240.0,4240,4240
2,0.3,0.646667,168.0,168,168,1368.0,1368,1368
2,0.3,0.68625,307.0,307,307,1920.0,1920,1920
2,0.303333,0.605,195.0,195,195,912.0,912,912
2,0.315,0.65375,898.0,898,898,1354.0,1354,1354
2,0.316522,0.649565,247.0,247,247,1730.0,1730,1730
2,0.316667,0.752917,74.0,74,74,2931.0,2931,2931
2,0.317391,0.655652,289.0,289,289,1767.0,1767,1767
2,0.3175,0.66375,178.0,178,178,3562.0,3562,3562
2,0.318182,0.825455,87.0,87,87,1009.0,1009,1009
2,0.319167,0.50875,135.0,135,135,3787.0,3787,3787
2,0.320833,0.764167,349.0,349,349,4659.0,4659,4659
2,0.321667,0.620417,320.0,320,320,5125.0,5125,5125
2,0.321667,0.766667,195.0,195,195,3019.0,3019,3019
2,0.325,0.7625,103.0,103,103,1059.0,1059,1059
2,0.326667,0.556667,221.0,221,221,3402.0,3402,3402
2,0.33,0.667917,314.0,314,314,3814.0,3814,3814
2,0.330833,0.585833,456.0,456,456,3291.0,3291,3291
2,0.335833,0.83625,172.0,172,172,1299.0,1299,1299
2,0.336667,0.729583,177.0,177,177,1506.0,1506,1506
2,0.341667,0.575833,139.0,139,139,2914.0,2914,2914
2,0.341667,0.769583,244.0,244,244,3831.0,3831,3831
2,0.3425,0.8775,879.0,879,879,1576.0,1576,1576
2,0.343333,0.49125,1029.0,1029,1029,4109.0,4109,4109
2,0.343333,0.662917,327.0,327,327,3767.0,3767,3767
2,0.344167,0.805833,331.0,331,331,654.0,654,654
2,0.344348,0.804783,65.0,65,65,1769.0,1769,1769
2,0.346957,0.839565,203.0,203,203,1918.0,1918,1918
2,0.3475,0.823333,892.0,892,892,3757.0,3757,3757
2,0.353333,0.596667,282.0,282,282,5219.0,5219,5219
2,0.353333,0.657083,246.0,246,246,2948.0,2948,2948
2,0.356667,0.791667,616.0,616,616,2302.0,2302,2302
2,0.3575,0.666667,419.0,419,419,5147.0,5147,5147
2,0.3625,0.83875,538.0,538,538,3248.0,3248,3248
2,0.363478,0.696087,131.0,131,131,670.0,670,670
2,0.364348,0.712174,120.0,120,120,1341.0,1341,1341
2,0.365217,0.776522,321.0,321,321,1871.0,1871,1871
2,0.365833,0.581667,466.0,466,466,5520.0,5520,5520
2,0.37,0.580833,796.0,796,796,4663.0,4663,4663
2,0.373043,0.716087,127.0,127,127,2808.0,2808,2808
2,0.374167,0.685,534.0,534,534,5100.0,5100,5100
2,0.375,0.500417,178.0,178,178,3399.0,3399,3399
2,0.376522,0.948261,114.0,114,114,491.0,491,491
2,0.376667,0.489583,1120.0,1120,1120,3100.0,3100,3100
2,0.38,0.813333,190.0,190,190,2743.0,2743,2743
2,0.380833,0.623333,449.0,449,449,5050.0,5050,5050
2,0.381667,0.91125,1153.0,1153,1153,4429.0,4429,4429
2,0.3825,0.802917,269.0,269,269,3828.0,3828,3828
2,0.383333,0.709583,874.0,874,874,4604.0,4604,4604
2,0.384167,0.760833,330.0,330,330,3240.0,3240,3240
2,0.384167,0.789167,640.0,640,640,1437.0,1437,1437
2,0.384167,0.905417,441.0,441,441,2787.0,2787,2787
2,0.385833,0.595417,216.0,216,216,3534.0,3534,3534
2,0.385833,0.827083,233.0,233,233,3578.0,3578,3578
2,0.393333,0.907083,212.0,212,212,4373.0,4373,4373
2,0.399167,0.672917,190.0,190,190,3571.0,3571,3571
2,0.403333,0.6225,470.0,470,470,3576.0,3576,3576
2,0.407273,0.876364,81.0,81,81,1365.0,1365,1365
2,0.4075,0.7375,246.0,246,246,3241.0,3241,3241
2,0.41,0.75375,480.0,480,480,1949.0,1949,1949
2,0.410833,0.407083,447.0,447,447,4122.0,4122,4122
2,0.4125,0.819167,209.0,209,209,1953.0,1953,1953
2,0.414167,0.62125,956.0,956,956,3110.0,3110,3110
2,0.414167,0.642083,167.0,167,167,1628.0,1628,1628
2,0.414167,0.737083,255.0,255,255,2378.0,2378,2378
2,0.415833,0.708333,781.0,781,781,2729.0,2729,2729
2,0.4225,0.634167,181.0,181,181,3528.0,3528,3528
2,0.423333,0.7575,227.0,227,227,2841.0,2841,2841
2,0.424167,0.738333,2301.0,2301,2301,3934.0,3934,3934
2,0.425,0.74125,269.0,269,269,3187.0,3187,3187
2,0.425833,0.67625,2347.0,2347,2347,3694.0,3694,3694
2,0.426667,0.8575,1188.0,1188,1188,1707.0,1707,1707
2,0.428333,0.858333,107.0,107,107,2553.0,2553,2553
2,0.430435,0.737391,401.0,401,401,1676.0,1676,1676
2,0.435833,0.842083,548.0,548,548,3830.0,3830,3830
2,0.435833,0.925,329.0,329,329,4841.0,4841,4841
2,0.4375,0.880833,1532.0,1532,1532,3464.0,3464,3464
2,0.440833,0.757917,112.0,112,112,2454.0,2454,2454
2,0.446667,0.761667,601.0,601,601,5791.0,5791,5791
2,0.451667,0.762083,1138.0,1138,1138,2213.0,2213,2213
2,0.458333,0.830833,96.0,96,96,2818.0,2818,2818
2,0.46,0.887917,1462.0,1462,1462,2574.0,2574,2574
2,0.463333,0.569167,347.0,347,347,4020.0,4020,4020
2,0.463333,0.684583,787.0,787,787,2733.0,2733,2733
2,0.464167,0.57,665.0,665,665,4907.0,4907,4907
2,0.469167,0.590417,742.0,742,742,4018.0,4018,4018
2,0.47,0.812917,240.0,240,240,2419.0,2419,2419
2,0.4725,0.81,2207.0,2207,2207,3685.0,3685,3685
2,0.4775,0.694583,998.0,998,998,3461.0,3461,3461
2,0.484167,0.720417,404.0,404,404,3490.0,3490,3490
2,0.491667,0.718333,1434.0,1434,1434,3077.0,3077,3077
2,0.498333,0.756667,475.0,475,475,4551.0,4551,4551
2,0.5025,0.739167,257.0,257,257,1777.0,1777,1777
2,0.5025,0.885417,1033.0,1033,1033,2339.0,2339,2339
2,0.505833,0.665833,409.0,409,409,2795.0,2795,2795
2,0.5125,0.863333,692.0,692,692,3413.0,3413,3413
2,0.514167,0.755833,3155.0,3155,3155,4681.0,4681,4681
2,0.520833,0.649167,763.0,763,763,6015.0,6015,6015
2,0.520833,0.9225,902.0,902,902,2507.0,2507,2507
2,0.5225,0.728333,1008.0,1008,1008,6501.0,6501,6501
2,0.53,0.68875,449.0,449,449,3746.0,3746,3746
2,0.53,0.72,2643.0,2643,2643,5209.0,5209,5209
2,0.530833,0.829583,735.0,735,735,3840.0,3840,3840
2,0.531667,0.82125,1122.0,1122,1122,5108.0,5108,5108
2,0.5325,0.701667,637.0,637,637,4111.0,4111,4111
2,0.5375,0.664167,1008.0,1008,1008,5265.0,5265,5265
2,0.540833,0.613333,968.0,968,968,6033.0,6033,6033
2,0.545833,0.807083,1182.0,1182,1182,6262.0,6262,6262
2,0.549167,0.69,691.0,691,691,3848.0,3848,3848
2,0.549167,0.73,847.0,847,847,3554.0,3554,3554
2,0.55,0.800417,875.0,875,875,6484.0,6484,6484
2,0.55,0.87,536.0,536,536,3319.0,3319,3319
2,0.550833,0.71625,529.0,529,529,3115.0,3115,3115
2,0.56,0.768333,764.0,764,764,5657.0,5657,5657
2,0.561667,0.7075,760.0,760,760,5115.0,5115,5115
2,0.561667,0.837917,678.0,678,678,3445.0,3445,3445
2,0.561667,0.88125,438.0,438,438,3203.0,3203,3203
2,0.5625,0.74,2135.0,2135,2135,4224.0,4224,4224
2,0.5625,0.867083,1582.0,1582,1582,2971.0,2971,2971
2,0.563333,0.815,753.0,753,753,4671.0,4671,4671
2,0.566667,0.80875,667.0,667,667,3896.0,3896,3896
2,0.568333,0.777917,653.0,653,653,4446.0,4446,4446
2,0.573333,0.789583,342.0,342,342,2501.0,2501,2501
2,0.575,0.744167,620.0,620,620,4097.0,4097,4097
2,0.5775,0.709167,428.0,428,428,3231.0,3231,3231
2,0.580833,0.734583,1022.0,1022,1022,5847.0,5847,5847
2,0.581667,0.685833,738.0,738,738,4990.0,4990,4990
2,0.581667,0.810833,1710.0,1710,1710,2481.0,2481,2481
2,0.589167,0.896667,290.0,290,290,2623.0,2623,2623
2,0.595,0.9,539.0,539,539,3813.0,3813,3813
2,0.595652,0.716956,855.0,855,855,2493.0,2493,2493
2,0.598333,0.81125,630.0,630,630,3729.0,3729,3729
2,0.601667,0.694167,2469.0,2469,2469,5893.0,5893,5893
2,0.606667,0.8625,1776.0,1776,1776,3647.0,3647,3647
2,0.609167,0.9725,258.0,258,258,2137.0,2137,2137
2,0.611667,0.794583,625.0,625,625,4490.0,4490,4490
2,0.613333,0.659583,653.0,653,653,5087.0,5087,5087
2,0.615,0.765833,819.0,819,819,5254.0,5254,5254
2,0.616667,0.697083,603.0,603,603,3848.0,3848,3848
2,0.6175,0.700833,569.0,569,569,3489.0,3489,3489
2,0.619167,0.69,1045.0,1045,1045,6370.0,6370,6370
2,0.62,0.835417,547.0,547,547,3325.0,3325,3325
2,0.621667,0.756667,2496.0,2496,2496,4387.0,4387,4387
2,0.621667,0.774583,766.0,766,766,4494.0,4494,4494
2,0.623333,0.8725,371.0,371,371,3702.0,3702,3702
2,0.628333,0.688333,545.0,545,545,3222.0,3222,3222
2,0.628333,0.902083,555.0,555,555,4240.0,4240,4240
2,0.631667,0.81,836.0,836,836,3438.0,3438,3438
2,0.634167,0.845,1544.0,1544,1544,3466.0,3466,3466
2,0.635,0.74625,699.0,699,699,3311.0,3311,3311
2,0.635,0.84875,480.0,480,480,3427.0,3427,3427
2,0.635833,0.711667,1208.0,1208,1208,3341.0,3341,3341
2,0.635833,0.734167,1026.0,1026,1026,5504.0,5504,5504
2,0.636667,0.885417,477.0,477,477,3643.0,3643,3643
2,0.643333,0.727083,875.0,875,875,3852.0,3852,3852
2,0.648333,0.6525,1685.0,1685,1685,3221.0,3221,3221
2,0.649167,0.848333,684.0,684,684,3946.0,3946,3946
2,0.65,0.690833,751.0,751,751,6642.0,6642,6642
2,0.65,0.897917,417.0,417,417,3127.0,3127,3127
2,0.653333,0.833333,477.0,477,477,4495.0,4495,4495
2,0.653333,0.845833,1483.0,1483,1483,3772.0,3772,3772
2,0.654167,0.755417,533.0,533,533,3594.0,3594,3594
2,0.656667,0.67,745.0,745,745,6110.0,6110,6110
2,0.6575,0.722917,891.0,891,891,6437.0,6437,6437
2,0.6575,0.79375,728.0,728,728,6844.0,6844,6844
2,0.659167,0.799167,1557.0,1557,1557,4419.0,4419,4419
2,0.66,0.740833,659.0,659,659,3833.0,3833,3833
2,0.661667,0.712917,1829.0,1829,1829,4224.0,4224,4224
2,0.665833,0.844167,747.0,747,747,5123.0,5123,5123
2,0.6675,0.7625,2544.0,2544,2544,4866.0,4866,4866
2,0.673333,0.790417,1236.0,1236,1236,2115.0,2115,2115
2,0.676667,0.8175,1338.0,1338,1338,2482.0,2482,2482
2,0.68,0.85,226.0,226,226,889.0,889,889
2,0.680833,0.770417,774.0,774,774,4061.0,4061,4061
2,0.6825,0.658333,854.0,854,854,3854.0,3854,3854
2,0.684167,0.771667,435.0,435,435,3107.0,3107,3107
2,0.685,0.722917,797.0,797,797,3356.0,3356,3356
2,0.685833,0.729583,1504.0,1504,1504,2646.0,2646,2646
2,0.6925,0.732917,2247.0,2247,2247,4052.0,4052,4052
2,0.696667,0.810417,611.0,611,611,5592.0,5592,5592
2,0.696667,0.815,2613.0,2613,2613,3197.0,3197,3197
2,0.699167,0.666667,1639.0,1639,1639,3105.0,3105,3105
2,0.7025,0.615,1325.0,1325,1325,6257.0,6257,6257
2,0.703333,0.699167,2355.0,2355,2355,4614.0,4614,4614
2,0.709167,0.757917,692.0,692,692,3348.0,3348,3348
2,0.71,0.7575,799.0,799,799,3777.0,3777,3777
2,0.710833,0.683333,998.0,998,998,5571.0,5571,5571
2,0.715833,0.715833,1065.0,1065,1065,4721.0,4721,4721
2,0.716667,0.6825,2282.0,2282,2282,2367.0,2367,2367
2,0.716667,0.755,1521.0,1521,1521,2773.0,2773,2773
2,0.720833,0.587917,1017.0,1017,1017,5647.0,5647,5647
2,0.720833,0.6675,954.0,954,954,5336.0,5336,5336
2,0.726667,0.637917,3065.0,3065,3065,2978.0,2978,2978
2,0.728333,0.703333,746.0,746,746,4044.0,4044,4044
2,0.731667,0.485833,1511.0,1511,1511,5988.0,5988,5988
2,0.731667,0.6575,467.0,467,467,3107.0,3107,3107
2,0.735833,0.70375,1278.0,1278,1278,5995.0,5995,5995
2,0.75,0.672917,1263.0,1263,1263,6271.0,6271,6271
2,0.7525,0.654167,1233.0,1233,1233,5780.0,5780,5780
2,0.753333,0.638333,2352.0,2352,2352,3788.0,3788,3788
2,0.764167,0.677083,513.0,513,513,3461.0,3461,3461
2,0.765833,0.6425,1328.0,1328,1328,5847.0,5847,5847
2,0.808333,0.568333,563.0,563,563,3352.0,3352,3352
2,0.815,0.69125,632.0,632,632,3152.0,3152,3152
3,0.2175,0.8625,34.0,34,34,472.0,472,472
3,0.224167,0.73125,192.0,192,192,1977.0,1977,1977
3,0.243333,0.823333,9.0,9,9,432.0,432,432
3,0.254167,0.8825,57.0,57,57,570.0,570,570
3,0.268333,0.918333,179.0,179,179,1506.0,1506,1506
3,0.389091,0.0,46.0,46,46,577.0,577,577
3,0.396667,0.835417,120.0,120,120,907.0,907,907
3,0.41,0.970417,50.0,50,50,655.0,655,655
3,0.416667,0.9625,69.0,69,69,1538.0,1538,1538
3,0.430833,0.888333,121.0,121,121,674.0,674,674
3,0.44,0.88,2.0,2,2,20.0,20,20
3,0.4475,0.91,220.0,220,220,2545.0,2545,2545
3,0.456667,0.93,145.0,145,145,1672.0,1672,1672
3,0.4625,0.949583,126.0,126,126,2468.0,2468,2468
3,0.54,0.886957,204.0,204,204,2506.0,2506,2506
3,0.541739,0.895217,254.0,254,254,2170.0,2170,2170
3,0.543333,0.90625,217.0,217,217,2199.0,2199,2199
3,0.590833,0.871667,315.0,315,315,4324.0,4324,4324
3,0.595833,0.865417,1264.0,1264,1264,3195.0,3195,3195
3,0.599167,0.917083,118.0,118,118,1878.0,1878,1878
3,0.633913,0.939565,153.0,153,153,1689.0,1689,1689
